,season,market,name,team_code,team_id,alias,division,current_division,wins,losses,ties
5366,1976,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,18,7,0
5367,1956,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,16,8,0
5368,1961,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,18,8,0
5369,1952,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,14,8,0
5370,1973,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,22,8,0
5371,1975,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,18,8,0
5372,2014,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,18,8,0
5373,1950,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,15,8,0
5374,2006,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,20,8,0
5375,1991,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,17,9,0
5376,1981,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,19,9,0
5377,1948,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,12,9,0
5378,1959,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,16,9,0
5379,2000,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,17,10,0
5380,1958,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,17,10,0
5381,1949,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,15,10,0
5382,1988,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,15,10,0
5383,1990,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,21,10,0
5384,1982,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,19,10,0
5385,1957,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,15,10,0
5386,1972,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,15,10,0
5387,1980,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,20,11,0
5388,1955,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,8,11,0
5389,1977,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,13,12,0
5390,1971,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,14,12,0
5391,1987,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,21,12,0
5392,1974,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,14,12,0
5393,1994,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,16,13,0
5394,1960,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,12,13,0
5395,2013,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,14,13,0
5396,1967,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,8,14,0
5397,1966,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,6,14,0
5398,1970,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,12,14,0
5399,1983,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,15,14,0
5400,1964,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,4,14,0
5401,2003,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,16,14,0
5402,1992,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,12,15,0
5403,1989,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,13,15,0
5404,1951,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,11,15,0
5405,1998,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,11,15,0
5406,1993,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,13,15,0
5407,1997,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,11,15,0
5408,1965,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,6,15,0
5409,2012,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,13,15,0
5410,2004,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,13,15,0
5411,1978,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,13,16,0
5412,1985,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,13,16,0
5413,1984,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,9,17,0
5414,1999,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,9,17,0
5415,1968,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,3,17,0
5416,1969,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,7,17,0
5417,1954,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,5,17,0
5418,1995,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,10,17,0
5419,2007,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,11,18,0
5420,1963,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,6,18,0
5421,2008,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,14,18,0
5422,1986,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,9,18,0
5423,2011,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,8,19,0
5424,2009,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,7,20,0
5425,2005,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,9,20,0
5426,2001,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,6,20,0
5427,2002,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,8,20,0
5428,2010,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,6,21,0
5429,1996,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,7,21,0
5430,1979,Virginia State University,,743,47b50192-e9d7-4840-94ac-ec2261e2c440,,2,,5,22,0
5431,1943,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,0,0,0
5432,1997,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,26,5,0
5433,1986,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,24,7,0
5434,1989,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,25,7,0
5435,1998,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,22,7,0
5436,1999,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,21,7,0
5437,1990,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,25,7,0
5438,2010,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,23,7,0
5439,1945,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,19,8,0
5440,2007,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,21,8,0
5441,1948,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,16,8,0
5442,2005,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,23,8,0
5443,1991,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,20,8,0
5444,2000,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,23,8,0
5445,1987,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,20,9,0
5446,2011,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,19,9,0
5447,2016,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,26,9,0
5448,1988,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,18,9,0
5449,1944,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,16,10,0
5450,2012,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,18,10,0
5451,1994,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,17,10,0
5452,1992,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,17,10,0
5453,2015,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,21,10,0
5454,2001,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,16,10,0
5455,1949,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,19,10,0
5456,1995,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,18,10,0
5457,1993,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,20,10,0
5458,2003,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,18,10,0
5459,2002,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,21,10,0
5460,2006,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,18,11,0
5461,2008,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,16,11,0
5462,2014,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,17,12,0
5463,1946,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,12,12,0
5464,1947,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,11,13,0
5465,1996,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,15,13,0
5466,2009,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,16,13,0
5467,2004,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,16,14,0
5468,2013,West Texas A&M University,,767,5a2bc117-ae91-43f9-bb75-7a8c2ab00a4a,,2,,10,17,0
5469,1930,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,21,0,0
5470,1914,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,0,0,0
5471,1929,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,20,0,0
5472,1913,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,4,0,0
5473,1908,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,4,0,0
5474,1926,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,16,2,0
5475,1924,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,14,2,0
5476,1932,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,16,3,0
5477,1910,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,5,4,0
5478,1912,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,4,4,0
5479,1925,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,19,4,0
5480,1931,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,18,4,0
5481,1927,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,16,5,0
5482,1998,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,24,5,0
5483,1918,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,9,6,0
5484,1997,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,24,6,0
5485,1909,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,4,6,0
5486,1911,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,4,6,0
5487,2004,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,23,7,0
5488,1934,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,11,7,0
5489,1920,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,20,8,0
5490,1991,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,21,8,0
5491,1933,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,12,8,0
5492,1996,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,24,8,0
5493,1915,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,1,9,0
5494,2000,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,21,9,0
5495,1922,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,15,9,0
5496,1928,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,13,10,0
5497,2007,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,18,10,0
5498,1916,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,8,10,0
5499,2012,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,18,10,0
5500,2001,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,17,10,0
5501,1923,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,10,11,0
5502,2003,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,18,11,0
5503,2014,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,20,12,0
5504,2002,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,16,12,0
5505,1921,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,8,12,0
5506,1919,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,2,12,0
5507,1994,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,13,13,0
5508,2006,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,18,13,0
5509,1992,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,13,13,0
5510,2010,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,13,13,0
5511,1999,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,16,13,0
5512,2015,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,16,13,0
5513,1935,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,12,13,0
5514,1995,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,14,14,0
5515,1917,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,3,14,0
5516,2011,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,16,14,0
5517,1989,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,12,15,0
5518,1990,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,10,16,0
5519,2008,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,10,17,0
5520,1993,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,10,17,0
5521,2009,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,9,18,0
5522,2013,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,8,18,0
5523,2005,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,9,19,0
5524,1988,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,9,19,0
5525,2016,Pittsburg State University,,1314,8507ec40-7fec-416d-bcdc-2792f44fc5fa,,2,,5,22,0
5526,2012,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,27,4,0
5527,1965,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,23,5,0
5528,2001,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,24,5,0
5529,1999,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,27,5,0
5530,2013,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,26,6,0
5531,2000,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,21,6,0
5532,1995,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,23,6,0
5533,2005,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,26,6,0
5534,2009,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,22,6,0
5535,1961,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,20,7,0
5536,1964,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,22,7,0
5537,1969,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,14,8,0
5538,1963,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,17,8,0
5539,1998,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,23,8,0
5540,1967,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,16,8,0
5541,2007,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,21,8,0
5542,2011,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,23,8,0
5543,2014,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,24,8,0
5544,1991,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,23,8,0
5545,1968,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,15,9,0
5546,1979,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,18,9,0
5547,2015,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,22,9,0
5548,1994,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,20,9,0
5549,1996,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,18,9,0
5550,1976,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,20,9,0
5551,1972,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,16,9,0
5552,2004,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,20,9,0
5553,1962,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,15,9,0
5554,2010,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,20,10,0
5555,1970,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,16,10,0
5556,1982,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,18,10,0
5557,1993,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,18,10,0
5558,2008,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,19,10,0
5559,2006,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,18,10,0
5560,1992,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,20,10,0
5561,1990,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,17,10,0
5562,1973,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,15,11,0
5563,1988,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,17,11,0
5564,1981,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,16,11,0
5565,2002,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,16,11,0
5566,1971,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,17,11,0
5567,1975,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,14,12,0
5568,1997,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,18,12,0
5569,1983,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,17,13,0
5570,2003,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,14,13,0
5571,1966,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,13,13,0
5572,1989,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,15,13,0
5573,1974,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,14,13,0
5574,1977,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,12,14,0
5575,2016,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,12,16,0
5576,1980,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,11,16,0
5577,1986,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,12,16,0
5578,1987,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,12,16,0
5579,1985,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,15,16,0
5580,1978,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,9,18,0
5581,1984,Seattle Pacific University,,634,b0df3cd5-1446-4e90-95ed-605ac926679c,,2,,9,19,0
5582,1983,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,0,0,0
5583,1944,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,0,0,0
5584,1922,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,10,0,0
5585,1943,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,0,0,0
5586,1924,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,7,2,0
5587,1923,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,7,2,0
5588,1933,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,6,2,0
5589,1945,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,12,2,0
5590,1940,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,13,3,0
5591,1927,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,5,3,0
5592,1942,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,12,3,0
5593,1941,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,15,3,0
5594,1925,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,5,3,0
5595,1934,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,10,3,0
5596,1961,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,22,4,0
5597,1985,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,26,4,0
5598,1967,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,25,4,0
5599,1958,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,20,5,0
5600,1949,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,18,5,0
5601,1963,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,19,5,0
5602,2002,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,26,5,0
5603,1987,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,25,5,0
5604,1926,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,3,5,0
5605,1929,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,9,5,0
5606,2000,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,25,6,0
5607,1932,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,11,6,0
5608,1952,St. Cloud State University,,598,46f08298-c453-4849-a511-4c17e37f9840,,2,,17,6,0
