,season,scheduled_date,attendance,market,name,team_code,team_id,alias,current_division,points_game,win,opp_market,opp_name,opp_code,opp_id,opp_alias,opp_current_division,opp_points_game
5280,2003,21-NOV-03 12:00 AM,3014.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,66,False,University of South Florida,Bulls,651,55af9c69-3675-4b9b-a882-96640b782fff,USF,D1,79
5281,2011,26-NOV-11 12:00 AM,2109.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,55,False,University of South Florida,Bulls,651,55af9c69-3675-4b9b-a882-96640b782fff,USF,D1,68
5282,2009,27-NOV-09 12:00 AM,4571.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,58,False,University of South Florida,Bulls,651,55af9c69-3675-4b9b-a882-96640b782fff,USF,D1,78
5283,2010,04-DEC-10 12:00 AM,1593.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,50,True,University of South Florida,Bulls,651,55af9c69-3675-4b9b-a882-96640b782fff,USF,D1,42
5284,2016,22-NOV-16 12:00 AM,1474.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,78,True,University of South Florida,Bulls,651,55af9c69-3675-4b9b-a882-96640b782fff,USF,D1,62
5285,1999,,0.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,53,False,Western Illinois University,Leathernecks,771,cc9e5424-ab3b-41ec-b2aa-7e8a73d759c6,WIU,D1,73
5286,2007,01-MAR-08 12:00 AM,802.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,78,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,88
5287,2006,04-MAR-07 12:00 AM,556.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,81,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,86
5288,2015,09-JAN-16 12:00 AM,3607.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,82,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,86
5289,2008,10-JAN-09 12:00 AM,1165.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,57,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,78
5290,2009,14-JAN-10 12:00 AM,4180.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,72,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,79
5291,2014,15-JAN-15 12:00 AM,1491.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,85,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,88
5292,2011,16-FEB-12 12:00 AM,4588.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,57,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,64
5293,2007,16-JAN-08 12:00 AM,4291.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,62,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,80
5294,2009,25-FEB-10 12:00 AM,1541.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,69,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,78
5295,2008,26-FEB-09 12:00 AM,6413.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,67,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,87
5296,2014,26-FEB-15 12:00 AM,3645.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,68,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,71
5297,2010,29-JAN-11 12:00 AM,2734.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,53,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,57
5298,2006,30-DEC-06 12:00 AM,662.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,83,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,93
5299,2016,31-DEC-16 12:00 AM,877.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,54,False,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,69
5300,2012,12-JAN-13 12:00 AM,4823.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,65,True,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,62
5301,2006,14-FEB-07 12:00 AM,4010.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,78,True,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,73
5302,2012,14-FEB-13 12:00 AM,1331.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,84,True,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,78
5303,2010,15-JAN-11 12:00 AM,2918.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,78,True,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,73
5304,2011,26-JAN-12 12:00 AM,1554.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,67,True,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,D1,66
5305,2000,,0.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,53,False,Youngstown State University,Penguins,817,da7d41bc-48b0-4a04-948f-792d6470bcb5,YSU,D1,72
5306,2011,13-DEC-11 12:00 AM,7390.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,68,False,Mississippi State University,Bulldogs,430,a1ba4b89-d97c-44e2-835f-79ad3ccaa5ae,MSST,D1,75
5307,2012,13-NOV-12 12:00 AM,6140.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,58,False,Mississippi State University,Bulldogs,430,a1ba4b89-d97c-44e2-835f-79ad3ccaa5ae,MSST,D1,78
5308,2010,30-NOV-10 12:00 AM,4204.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,61,True,Mississippi State University,Bulldogs,430,a1ba4b89-d97c-44e2-835f-79ad3ccaa5ae,MSST,D1,59
5309,2008,01-DEC-08 12:00 AM,1237.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,55,False,Florida Gulf Coast University,Eagles,28755,5326c079-3dc3-468f-a601-b776dd9c1e62,FGCU,D1,60
5310,2016,28-DEC-16 12:00 AM,1394.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,62,False,Florida Gulf Coast University,Eagles,28755,5326c079-3dc3-468f-a601-b776dd9c1e62,FGCU,D1,75
5311,2007,08-DEC-07 12:00 AM,866.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,69,True,Florida Gulf Coast University,Eagles,28755,5326c079-3dc3-468f-a601-b776dd9c1e62,FGCU,D1,55
5312,1998,,,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,73,False,Jacksonville State University,Gamecocks,315,13358462-e05b-4449-8688-90c4622cdde8,JVST,D1,84
5313,2000,,0.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,70,False,Jacksonville State University,Gamecocks,315,13358462-e05b-4449-8688-90c4622cdde8,JVST,D1,79
